id,lead_code,suggested_action,TARGET,total_due,dpd_bucket,state,wa_msgs_sent,wa_msgs_read,wa_msgs_failed,wa_unique_responses,bot_calls,bot_answered,bot_avg_duration,human_calls,human_answered,human_avg_duration,field_visits,met_customer,door_locked,shifted,sms_sent,sms_failed
27862,LDSMFG_127861,ACTION_FIELD,0.43,447493,30-60,Karnataka,6.0,2.0,0.0,0.0,1.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27863,LDSMFG_127862,ACTION_FIELD,0.75,240189,60-90,Tamil Nadu,2.0,2.0,0.0,0.0,1.0,0.0,248.0,2.0,1.0,210.0,1.0,0.0,1.0,0.0,0.0,0.0
27864,LDSMFG_127863,ACTION_HUMAN_CALL,0.59,488546,90-180,Delhi,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27865,LDSMFG_127864,ACTION_HUMAN_CALL,0.47,137019,60-90,Karnataka,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,264.0,0.0,0.0,0.0,0.0,1.0,0.0
27866,LDSMFG_127865,ACTION_DIGITAL,0.87,476317,30-60,Tamil Nadu,8.0,6.0,0.0,2.0,1.0,1.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27867,LDSMFG_127866,ACTION_FIELD,0.51,348524,180+,Karnataka,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27868,LDSMFG_127867,ACTION_HUMAN_CALL,0.44,333274,30-60,Delhi,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0
27869,LDSMFG_127868,ACTION_DIGITAL,0.74,26414,30-60,Delhi,0.0,0.0,0.0,0.0,1.0,1.0,141.0,1.0,1.0,54.0,1.0,0.0,0.0,1.0,0.0,0.0
27870,LDSMFG_127869,ACTION_HUMAN_CALL,0.49,494442,30-60,Karnataka,5.0,2.0,0.0,0.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27871,LDSMFG_127870,ACTION_BOT,0.28,480276,90-180,UP,2.0,1.0,1.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27872,LDSMFG_127871,ACTION_DIGITAL,0.57,98005,30-60,Tamil Nadu,2.0,1.0,0.0,0.0,4.0,3.0,206.5,2.0,0.0,139.0,2.0,0.0,2.0,0.0,0.0,0.0
27873,LDSMFG_127872,ACTION_BOT,0.37,417655,90-180,UP,1.0,0.0,0.0,0.0,1.0,1.0,47.0,1.0,1.0,155.0,2.0,1.0,1.0,0.0,0.0,0.0
27874,LDSMFG_127873,ACTION_BOT,0.59,358886,30-60,Karnataka,1.0,0.0,0.0,0.0,1.0,1.0,266.0,1.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0
27875,LDSMFG_127874,ACTION_HUMAN_CALL,0.25,456436,30-60,Delhi,2.0,0.0,1.0,0.0,1.0,0.0,164.0,1.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
27876,LDSMFG_127875,ACTION_BOT,0.39,182857,90-180,UP,5.0,1.0,1.0,0.0,2.0,0.0,157.0,2.0,0.0,199.5,0.0,0.0,0.0,0.0,0.0,0.0
27877,LDSMFG_127876,ACTION_HUMAN_CALL,0.45,304117,90-180,Karnataka,3.0,1.0,1.0,1.0,2.0,0.0,165.5,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
27878,LDSMFG_127877,ACTION_HUMAN_CALL,0.48,354235,60-90,Delhi,5.0,4.0,0.0,0.0,2.0,0.0,99.0,1.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0
27879,LDSMFG_127878,ACTION_HUMAN_CALL,0.17,209390,60-90,Karnataka,2.0,2.0,0.0,0.0,2.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27880,LDSMFG_127879,ACTION_HUMAN_CALL,0.31,204268,60-90,UP,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27881,LDSMFG_127880,ACTION_DIGITAL,0.56,250389,60-90,Tamil Nadu,3.0,1.0,0.0,1.0,1.0,0.0,68.0,2.0,0.0,93.0,1.0,0.0,1.0,0.0,0.0,0.0
27882,LDSMFG_127881,ACTION_BOT,0.27,241232,60-90,Delhi,4.0,4.0,0.0,0.0,2.0,0.0,186.5,2.0,0.0,126.5,0.0,0.0,0.0,0.0,0.0,0.0
27883,LDSMFG_127882,ACTION_HUMAN_CALL,0.28,142161,90-180,Karnataka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27884,LDSMFG_127883,ACTION_HUMAN_CALL,0.19,206926,90-180,Maharashtra,1.0,1.0,0.0,1.0,1.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27885,LDSMFG_127884,ACTION_FIELD,0.73,329379,90-180,UP,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,265.0,0.0,0.0,0.0,0.0,1.0,0.0
27886,LDSMFG_127885,ACTION_FIELD,0.71,490357,30-60,Karnataka,8.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0
27887,LDSMFG_127886,ACTION_FIELD,0.45,34400,30-60,UP,1.0,1.0,0.0,0.0,1.0,0.0,234.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
27888,LDSMFG_127887,ACTION_DIGITAL,0.88,151477,30-60,Delhi,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,2.0,0.0,1.0,1.0,0.0,0.0
27889,LDSMFG_127888,ACTION_DIGITAL,0.37,384384,90-180,Delhi,2.0,2.0,0.0,0.0,1.0,0.0,151.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
27890,LDSMFG_127889,ACTION_BOT,0.3,57763,30-60,Karnataka,5.0,4.0,0.0,0.0,1.0,0.0,292.0,1.0,1.0,147.0,0.0,0.0,0.0,0.0,1.0,0.0
27891,LDSMFG_127890,ACTION_HUMAN_CALL,0.7,428425,30-60,Karnataka,1.0,1.0,0.0,0.0,1.0,0.0,166.0,3.0,1.0,148.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0
27892,LDSMFG_127891,ACTION_DIGITAL,0.26,209670,180+,Delhi,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27893,LDSMFG_127892,ACTION_HUMAN_CALL,0.46,153496,30-60,Maharashtra,5.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
27894,LDSMFG_127893,ACTION_HUMAN_CALL,0.52,373954,30-60,Delhi,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
27895,LDSMFG_127894,ACTION_BOT,0.53,356667,180+,Tamil Nadu,1.0,1.0,0.0,0.0,1.0,1.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27896,LDSMFG_127895,ACTION_BOT,0.4,114955,30-60,UP,3.0,1.0,0.0,0.0,1.0,1.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27897,LDSMFG_127896,ACTION_BOT,0.24,156628,90-180,Karnataka,5.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,191.0,1.0,1.0,0.0,0.0,0.0,0.0
27898,LDSMFG_127897,ACTION_DIGITAL,0.75,360281,30-60,Karnataka,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,180.5,1.0,1.0,0.0,0.0,0.0,0.0
27899,LDSMFG_127898,ACTION_FIELD,0.71,417546,30-60,UP,5.0,2.0,0.0,1.0,1.0,0.0,144.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
27900,LDSMFG_127899,ACTION_BOT,0.03,217338,30-60,Delhi,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27901,LDSMFG_127900,ACTION_BOT,0.09,139308,180+,UP,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27902,LDSMFG_127901,ACTION_BOT,0.09,205288,90-180,Tamil Nadu,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27903,LDSMFG_127902,ACTION_FIELD,0.29,297456,30-60,Karnataka,1.0,1.0,0.0,0.0,1.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27904,LDSMFG_127903,ACTION_BOT,0.54,380831,90-180,Delhi,5.0,2.0,0.0,1.0,1.0,1.0,209.0,2.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
27905,LDSMFG_127904,ACTION_DIGITAL,0.84,419407,30-60,UP,9.0,6.0,0.0,1.0,2.0,0.0,98.5,1.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
27906,LDSMFG_127905,ACTION_FIELD,0.35,114602,60-90,Delhi,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
27907,LDSMFG_127906,ACTION_BOT,0.34,219529,30-60,Karnataka,4.0,3.0,0.0,0.0,1.0,0.0,243.0,1.0,1.0,55.0,1.0,0.0,1.0,0.0,0.0,0.0
27908,LDSMFG_127907,ACTION_BOT,0.31,303784,90-180,Karnataka,5.0,2.0,1.0,1.0,2.0,0.0,14.0,1.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0
27909,LDSMFG_127908,ACTION_FIELD,0.37,367315,60-90,UP,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27910,LDSMFG_127909,ACTION_DIGITAL,0.19,329437,180+,Maharashtra,2.0,0.0,0.0,0.0,1.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27911,LDSMFG_127910,ACTION_DIGITAL,0.16,119124,60-90,Karnataka,1.0,0.0,0.0,0.0,2.0,1.0,191.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27912,LDSMFG_127911,ACTION_FIELD,0.48,251921,60-90,Tamil Nadu,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27913,LDSMFG_127912,ACTION_HUMAN_CALL,0.54,434904,60-90,Tamil Nadu,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0
27914,LDSMFG_127913,ACTION_DIGITAL,0.73,207301,90-180,Delhi,3.0,2.0,0.0,1.0,2.0,1.0,230.0,1.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0
27915,LDSMFG_127914,ACTION_FIELD,0.48,90802,30-60,UP,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27916,LDSMFG_127915,ACTION_HUMAN_CALL,0.31,245324,60-90,Delhi,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0
27917,LDSMFG_127916,ACTION_DIGITAL,0.35,359168,90-180,Karnataka,1.0,0.0,0.0,0.0,3.0,0.0,109.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27918,LDSMFG_127917,ACTION_BOT,0.53,160194,60-90,UP,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0
27919,LDSMFG_127918,ACTION_DIGITAL,0.48,177296,30-60,Delhi,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
27920,LDSMFG_127919,ACTION_DIGITAL,0.22,230612,30-60,Karnataka,5.0,3.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27921,LDSMFG_127920,ACTION_FIELD,0.68,404547,90-180,Delhi,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27922,LDSMFG_127921,ACTION_HUMAN_CALL,0.39,223174,30-60,Karnataka,1.0,1.0,0.0,0.0,2.0,1.0,216.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27923,LDSMFG_127922,ACTION_HUMAN_CALL,0.32,378555,30-60,Delhi,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,253.0,1.0,1.0,0.0,0.0,0.0,0.0
27924,LDSMFG_127923,ACTION_BOT,0.2,47262,30-60,UP,4.0,3.0,1.0,0.0,2.0,0.0,254.5,1.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
27925,LDSMFG_127924,ACTION_DIGITAL,0.82,383358,30-60,Karnataka,2.0,1.0,0.0,1.0,2.0,1.0,80.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27926,LDSMFG_127925,ACTION_DIGITAL,0.78,111435,30-60,Tamil Nadu,3.0,0.0,0.0,1.0,2.0,2.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27927,LDSMFG_127926,ACTION_HUMAN_CALL,0.44,91314,90-180,Maharashtra,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27928,LDSMFG_127927,ACTION_DIGITAL,0.1,195664,30-60,UP,1.0,0.0,0.0,0.0,1.0,1.0,235.0,2.0,1.0,169.5,0.0,0.0,0.0,0.0,0.0,0.0
27929,LDSMFG_127928,ACTION_HUMAN_CALL,0.52,169998,60-90,Karnataka,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,133.66666666666666,1.0,0.0,1.0,0.0,0.0,0.0
27930,LDSMFG_127929,ACTION_HUMAN_CALL,0.42,353431,90-180,Maharashtra,7.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0
27931,LDSMFG_127930,ACTION_DIGITAL,0.37,124318,180+,UP,1.0,0.0,0.0,0.0,1.0,0.0,131.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
27932,LDSMFG_127931,ACTION_HUMAN_CALL,0.57,397278,60-90,UP,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27933,LDSMFG_127932,ACTION_HUMAN_CALL,0.48,392102,180+,Delhi,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0
27934,LDSMFG_127933,ACTION_DIGITAL,0.73,22528,60-90,UP,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0
27935,LDSMFG_127934,ACTION_DIGITAL,0.86,5068,90-180,Maharashtra,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
27936,LDSMFG_127935,ACTION_BOT,0.44,336397,180+,Tamil Nadu,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27937,LDSMFG_127936,ACTION_DIGITAL,0.42,347898,30-60,Karnataka,4.0,2.0,0.0,1.0,1.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27938,LDSMFG_127937,ACTION_DIGITAL,0.34,180040,30-60,UP,4.0,2.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27939,LDSMFG_127938,ACTION_BOT,0.54,358082,90-180,Tamil Nadu,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0,1.0,0.0,0.0,1.0,1.0,0.0
27940,LDSMFG_127939,ACTION_FIELD,0.7,446839,30-60,Maharashtra,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
27941,LDSMFG_127940,ACTION_HUMAN_CALL,0.64,495395,30-60,Delhi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
27942,LDSMFG_127941,ACTION_FIELD,0.79,47129,90-180,UP,4.0,1.0,1.0,1.0,1.0,1.0,222.0,2.0,1.0,176.5,0.0,0.0,0.0,0.0,0.0,0.0
27943,LDSMFG_127942,ACTION_HUMAN_CALL,0.46,259935,30-60,UP,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,142.0,1.0,0.0,1.0,0.0,0.0,0.0
27944,LDSMFG_127943,ACTION_BOT,0.17,381140,30-60,UP,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27945,LDSMFG_127944,ACTION_DIGITAL,0.69,230760,180+,Karnataka,1.0,0.0,1.0,0.0,1.0,1.0,208.0,1.0,0.0,13.0,2.0,1.0,0.0,1.0,0.0,0.0
27946,LDSMFG_127945,ACTION_HUMAN_CALL,0.38,66321,30-60,Delhi,2.0,1.0,0.0,0.0,1.0,1.0,242.0,1.0,0.0,206.0,1.0,0.0,1.0,0.0,0.0,0.0
27947,LDSMFG_127946,ACTION_HUMAN_CALL,0.35,16526,90-180,Karnataka,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27948,LDSMFG_127947,ACTION_DIGITAL,0.85,228524,60-90,Delhi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,115.25,0.0,0.0,0.0,0.0,0.0,0.0
27949,LDSMFG_127948,ACTION_DIGITAL,0.5,244583,180+,Maharashtra,3.0,1.0,0.0,0.0,1.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27950,LDSMFG_127949,ACTION_HUMAN_CALL,0.3,489780,90-180,UP,0.0,0.0,0.0,0.0,3.0,1.0,96.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
27951,LDSMFG_127950,ACTION_FIELD,0.44,162781,60-90,Maharashtra,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27952,LDSMFG_127951,ACTION_HUMAN_CALL,0.59,112535,180+,Delhi,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27953,LDSMFG_127952,ACTION_FIELD,0.4,20063,60-90,Karnataka,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27954,LDSMFG_127953,ACTION_DIGITAL,0.59,140795,60-90,Maharashtra,5.0,1.0,1.0,0.0,1.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27955,LDSMFG_127954,ACTION_HUMAN_CALL,0.15,9213,60-90,Tamil Nadu,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0
27956,LDSMFG_127955,ACTION_FIELD,0.36,289941,30-60,Maharashtra,3.0,0.0,2.0,0.0,1.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27957,LDSMFG_127956,ACTION_FIELD,0.73,237842,90-180,Karnataka,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27958,LDSMFG_127957,ACTION_DIGITAL,0.3,89946,30-60,UP,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,233.0,1.0,1.0,0.0,0.0,0.0,0.0
27959,LDSMFG_127958,ACTION_HUMAN_CALL,0.37,93918,30-60,Karnataka,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,164.5,1.0,0.0,1.0,0.0,0.0,0.0
27960,LDSMFG_127959,ACTION_FIELD,0.37,181289,90-180,Delhi,3.0,1.0,1.0,0.0,1.0,0.0,244.0,1.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0
27961,LDSMFG_127960,ACTION_BOT,0.51,466499,30-60,Karnataka,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27962,LDSMFG_127961,ACTION_BOT,0.36,28655,60-90,Maharashtra,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
27963,LDSMFG_127962,ACTION_FIELD,0.69,494100,60-90,Karnataka,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27964,LDSMFG_127963,ACTION_FIELD,0.38,214062,60-90,Karnataka,5.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,204.0,1.0,0.0,1.0,0.0,0.0,0.0
27965,LDSMFG_127964,ACTION_DIGITAL,0.18,148659,30-60,UP,1.0,0.0,1.0,0.0,1.0,1.0,227.0,2.0,1.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0
27966,LDSMFG_127965,ACTION_BOT,0.4,289699,90-180,Maharashtra,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27967,LDSMFG_127966,ACTION_BOT,0.06,33071,60-90,Tamil Nadu,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0
27968,LDSMFG_127967,ACTION_HUMAN_CALL,0.23,287383,30-60,Delhi,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27969,LDSMFG_127968,ACTION_HUMAN_CALL,0.3,128441,30-60,Karnataka,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27970,LDSMFG_127969,ACTION_HUMAN_CALL,0.38,364282,60-90,Karnataka,1.0,1.0,0.0,0.0,1.0,0.0,117.0,1.0,1.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0
27971,LDSMFG_127970,ACTION_DIGITAL,0.75,316295,60-90,Karnataka,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
27972,LDSMFG_127971,ACTION_BOT,0.34,7203,180+,Karnataka,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0
27973,LDSMFG_127972,ACTION_FIELD,0.65,149707,30-60,Karnataka,2.0,1.0,0.0,0.0,2.0,1.0,213.5,1.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0
27974,LDSMFG_127973,ACTION_BOT,0.36,188643,90-180,UP,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
27975,LDSMFG_127974,ACTION_DIGITAL,0.67,137216,90-180,UP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27976,LDSMFG_127975,ACTION_DIGITAL,0.45,430915,60-90,Maharashtra,4.0,1.0,3.0,0.0,2.0,0.0,114.0,1.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0
27977,LDSMFG_127976,ACTION_FIELD,0.33,220691,90-180,UP,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27978,LDSMFG_127977,ACTION_BOT,0.71,358807,90-180,Tamil Nadu,4.0,1.0,1.0,0.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27979,LDSMFG_127978,ACTION_DIGITAL,0.32,396988,90-180,UP,3.0,2.0,1.0,0.0,2.0,0.0,122.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27980,LDSMFG_127979,ACTION_DIGITAL,0.09,279357,30-60,Tamil Nadu,1.0,0.0,0.0,1.0,2.0,0.0,209.5,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
27981,LDSMFG_127980,ACTION_FIELD,0.69,21944,30-60,Maharashtra,2.0,2.0,0.0,0.0,1.0,0.0,91.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
27982,LDSMFG_127981,ACTION_FIELD,0.64,71723,60-90,Maharashtra,2.0,1.0,1.0,0.0,3.0,2.0,200.33333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27983,LDSMFG_127982,ACTION_HUMAN_CALL,0.56,204741,30-60,Maharashtra,5.0,2.0,1.0,0.0,1.0,0.0,115.0,1.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0
27984,LDSMFG_127983,ACTION_FIELD,0.42,73947,60-90,Karnataka,2.0,1.0,0.0,0.0,2.0,1.0,105.5,1.0,1.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0
27985,LDSMFG_127984,ACTION_DIGITAL,0.73,170529,60-90,Karnataka,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
27986,LDSMFG_127985,ACTION_HUMAN_CALL,0.3,40191,60-90,Maharashtra,4.0,2.0,0.0,0.0,2.0,0.0,76.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27987,LDSMFG_127986,ACTION_BOT,0.34,252129,60-90,Delhi,4.0,3.0,1.0,0.0,2.0,0.0,98.5,2.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0
27988,LDSMFG_127987,ACTION_DIGITAL,0.17,256767,30-60,UP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27989,LDSMFG_127988,ACTION_DIGITAL,0.44,77264,30-60,Delhi,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27990,LDSMFG_127989,ACTION_HUMAN_CALL,0.6,193996,60-90,Karnataka,0.0,0.0,0.0,0.0,2.0,0.0,246.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27991,LDSMFG_127990,ACTION_HUMAN_CALL,0.51,431960,60-90,Karnataka,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,164.0,1.0,0.0,0.0,1.0,0.0,0.0
27992,LDSMFG_127991,ACTION_HUMAN_CALL,0.51,451640,30-60,UP,0.0,0.0,0.0,0.0,1.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
