id,lead_code,suggested_action,TARGET,total_due,dpd_bucket,state
43740,LDSMFG_143739,ACTION_DIGITAL,0.42,20451,90-180,Maharashtra
43741,LDSMFG_143740,ACTION_HUMAN_CALL,0.55,496624,60-90,Delhi
43742,LDSMFG_143741,ACTION_HUMAN_CALL,0.28,257622,60-90,Karnataka
43743,LDSMFG_143742,ACTION_FIELD,0.42,243006,60-90,Karnataka
43744,LDSMFG_143743,ACTION_FIELD,0.48,153977,60-90,UP
43745,LDSMFG_143744,ACTION_FIELD,0.42,235727,90-180,Delhi
43746,LDSMFG_143745,ACTION_DIGITAL,0.64,138770,60-90,Tamil Nadu
43747,LDSMFG_143746,ACTION_HUMAN_CALL,0.06,418212,60-90,Delhi
43748,LDSMFG_143747,ACTION_FIELD,0.36,152964,180+,Maharashtra
43749,LDSMFG_143748,ACTION_BOT,0.33,263298,60-90,Tamil Nadu
43750,LDSMFG_143749,ACTION_BOT,0.07,53068,30-60,Tamil Nadu
43751,LDSMFG_143750,ACTION_HUMAN_CALL,0.45,239686,60-90,Maharashtra
43752,LDSMFG_143751,ACTION_DIGITAL,0.78,76726,90-180,Tamil Nadu
43753,LDSMFG_143752,ACTION_HUMAN_CALL,0.36,345846,30-60,Tamil Nadu
43754,LDSMFG_143753,ACTION_DIGITAL,0.6,383106,30-60,Tamil Nadu
43755,LDSMFG_143754,ACTION_HUMAN_CALL,0.82,427905,30-60,Tamil Nadu
43756,LDSMFG_143755,ACTION_BOT,0.29,237198,90-180,Maharashtra
43757,LDSMFG_143756,ACTION_DIGITAL,0.37,36604,30-60,UP
43758,LDSMFG_143757,ACTION_FIELD,0.39,119751,180+,Tamil Nadu
43759,LDSMFG_143758,ACTION_HUMAN_CALL,0.47,336601,60-90,Maharashtra
43760,LDSMFG_143759,ACTION_DIGITAL,0.3,361671,180+,Tamil Nadu
43761,LDSMFG_143760,ACTION_DIGITAL,0.37,415459,30-60,Delhi
43762,LDSMFG_143761,ACTION_DIGITAL,0.69,48787,180+,Maharashtra
43763,LDSMFG_143762,ACTION_FIELD,0.37,432531,180+,Delhi
43764,LDSMFG_143763,ACTION_FIELD,0.45,299179,30-60,Maharashtra
43765,LDSMFG_143764,ACTION_DIGITAL,0.82,39844,30-60,Delhi
43766,LDSMFG_143765,ACTION_DIGITAL,0.27,283964,60-90,Maharashtra
43767,LDSMFG_143766,ACTION_DIGITAL,0.47,224077,60-90,Maharashtra
43768,LDSMFG_143767,ACTION_BOT,0.39,313820,60-90,Maharashtra
43769,LDSMFG_143768,ACTION_DIGITAL,0.66,238033,30-60,Karnataka
43770,LDSMFG_143769,ACTION_FIELD,0.7,317058,90-180,Delhi
43771,LDSMFG_143770,ACTION_DIGITAL,0.24,136807,30-60,Karnataka
43772,LDSMFG_143771,ACTION_FIELD,0.63,339894,30-60,Maharashtra
43773,LDSMFG_143772,ACTION_DIGITAL,0.7,28968,90-180,Tamil Nadu
43774,LDSMFG_143773,ACTION_FIELD,0.48,311768,30-60,Maharashtra
43775,LDSMFG_143774,ACTION_FIELD,0.45,369542,90-180,Tamil Nadu
43776,LDSMFG_143775,ACTION_BOT,0.34,60746,30-60,UP
43777,LDSMFG_143776,ACTION_BOT,0.59,337408,90-180,Tamil Nadu
43778,LDSMFG_143777,ACTION_FIELD,0.69,129458,90-180,Tamil Nadu
43779,LDSMFG_143778,ACTION_FIELD,0.38,303641,60-90,Delhi
43780,LDSMFG_143779,ACTION_BOT,0.44,405457,30-60,UP
43781,LDSMFG_143780,ACTION_DIGITAL,0.44,219068,30-60,Tamil Nadu
43782,LDSMFG_143781,ACTION_BOT,0.14,212080,90-180,UP
43783,LDSMFG_143782,ACTION_DIGITAL,0.3,498350,30-60,Maharashtra
43784,LDSMFG_143783,ACTION_FIELD,0.43,197711,180+,Karnataka
43785,LDSMFG_143784,ACTION_HUMAN_CALL,0.21,22057,90-180,Tamil Nadu
43786,LDSMFG_143785,ACTION_HUMAN_CALL,0.49,316844,60-90,Delhi
43787,LDSMFG_143786,ACTION_BOT,0.55,259888,180+,Tamil Nadu
43788,LDSMFG_143787,ACTION_DIGITAL,0.79,19432,60-90,Delhi
43789,LDSMFG_143788,ACTION_DIGITAL,0.45,66488,30-60,Tamil Nadu
43790,LDSMFG_143789,ACTION_BOT,0.42,104199,30-60,Delhi
43791,LDSMFG_143790,ACTION_FIELD,0.37,23953,60-90,Tamil Nadu
43792,LDSMFG_143791,ACTION_BOT,0.54,261039,60-90,Karnataka
43793,LDSMFG_143792,ACTION_DIGITAL,0.22,218905,30-60,Maharashtra
43794,LDSMFG_143793,ACTION_BOT,0.25,120864,30-60,Karnataka
43795,LDSMFG_143794,ACTION_BOT,0.13,208304,90-180,Tamil Nadu
43796,LDSMFG_143795,ACTION_FIELD,0.4,34347,60-90,Delhi
43797,LDSMFG_143796,ACTION_FIELD,0.43,26249,90-180,Tamil Nadu
43798,LDSMFG_143797,ACTION_HUMAN_CALL,0.83,451674,180+,Karnataka
43799,LDSMFG_143798,ACTION_DIGITAL,0.75,221265,90-180,Karnataka
43800,LDSMFG_143799,ACTION_DIGITAL,0.26,486712,60-90,Tamil Nadu
43801,LDSMFG_143800,ACTION_HUMAN_CALL,0.56,118346,60-90,UP
43802,LDSMFG_143801,ACTION_DIGITAL,0.43,445884,30-60,Maharashtra
43803,LDSMFG_143802,ACTION_HUMAN_CALL,0.25,350586,90-180,Tamil Nadu
43804,LDSMFG_143803,ACTION_BOT,0.54,372925,90-180,UP
43805,LDSMFG_143804,ACTION_HUMAN_CALL,0.21,401018,90-180,Delhi
43806,LDSMFG_143805,ACTION_HUMAN_CALL,0.44,368570,90-180,Delhi
43807,LDSMFG_143806,ACTION_DIGITAL,0.36,116086,90-180,Karnataka
43808,LDSMFG_143807,ACTION_DIGITAL,0.37,236832,180+,Karnataka
43809,LDSMFG_143808,ACTION_HUMAN_CALL,0.4,285177,90-180,Maharashtra
43810,LDSMFG_143809,ACTION_HUMAN_CALL,0.61,40088,90-180,Delhi
43811,LDSMFG_143810,ACTION_HUMAN_CALL,0.87,114001,60-90,Karnataka
43812,LDSMFG_143811,ACTION_HUMAN_CALL,0.62,284671,60-90,Tamil Nadu
43813,LDSMFG_143812,ACTION_HUMAN_CALL,0.15,410180,60-90,Karnataka
43814,LDSMFG_143813,ACTION_FIELD,0.38,308149,60-90,UP
43815,LDSMFG_143814,ACTION_BOT,0.57,221306,90-180,Maharashtra
43816,LDSMFG_143815,ACTION_HUMAN_CALL,0.6,271550,30-60,Maharashtra
43817,LDSMFG_143816,ACTION_FIELD,0.5,449977,30-60,Karnataka
43818,LDSMFG_143817,ACTION_BOT,0.5,99538,60-90,Karnataka
43819,LDSMFG_143818,ACTION_HUMAN_CALL,0.11,492434,180+,Maharashtra
43820,LDSMFG_143819,ACTION_DIGITAL,0.19,460563,60-90,UP
43821,LDSMFG_143820,ACTION_FIELD,0.4,209199,30-60,Karnataka
43822,LDSMFG_143821,ACTION_HUMAN_CALL,0.57,139191,60-90,UP
43823,LDSMFG_143822,ACTION_HUMAN_CALL,0.45,252160,60-90,Maharashtra
43824,LDSMFG_143823,ACTION_HUMAN_CALL,0.39,63935,90-180,UP
43825,LDSMFG_143824,ACTION_BOT,0.37,258959,90-180,Maharashtra
43826,LDSMFG_143825,ACTION_DIGITAL,0.81,63327,30-60,UP
43827,LDSMFG_143826,ACTION_FIELD,0.66,450965,30-60,Tamil Nadu
43828,LDSMFG_143827,ACTION_FIELD,0.4,326238,90-180,Karnataka
43829,LDSMFG_143828,ACTION_BOT,0.04,223481,60-90,Maharashtra
43830,LDSMFG_143829,ACTION_BOT,0.24,106815,30-60,Maharashtra
43831,LDSMFG_143830,ACTION_DIGITAL,0.52,369276,180+,Tamil Nadu
43832,LDSMFG_143831,ACTION_BOT,0.31,349629,180+,Karnataka
43833,LDSMFG_143832,ACTION_HUMAN_CALL,0.54,405867,90-180,UP
43834,LDSMFG_143833,ACTION_BOT,0.01,425112,30-60,Maharashtra
43835,LDSMFG_143834,ACTION_HUMAN_CALL,0.93,102196,30-60,UP
43836,LDSMFG_143835,ACTION_FIELD,0.38,112396,30-60,Tamil Nadu
43837,LDSMFG_143836,ACTION_BOT,0.59,15370,30-60,Maharashtra
43838,LDSMFG_143837,ACTION_HUMAN_CALL,0.25,311696,90-180,Maharashtra
43839,LDSMFG_143838,ACTION_FIELD,0.49,106075,30-60,Maharashtra
43840,LDSMFG_143839,ACTION_HUMAN_CALL,0.16,404993,30-60,UP
43841,LDSMFG_143840,ACTION_FIELD,0.33,136185,30-60,UP
43842,LDSMFG_143841,ACTION_DIGITAL,0.25,398747,30-60,Maharashtra
43843,LDSMFG_143842,ACTION_DIGITAL,0.79,145786,30-60,Tamil Nadu
43844,LDSMFG_143843,ACTION_HUMAN_CALL,0.11,139482,180+,Maharashtra
43845,LDSMFG_143844,ACTION_HUMAN_CALL,0.65,79772,180+,Delhi
43846,LDSMFG_143845,ACTION_HUMAN_CALL,0.32,125527,60-90,Maharashtra
43847,LDSMFG_143846,ACTION_HUMAN_CALL,0.79,291752,30-60,Karnataka
43848,LDSMFG_143847,ACTION_DIGITAL,0.4,275468,90-180,Delhi
43849,LDSMFG_143848,ACTION_DIGITAL,0.76,81695,180+,Delhi
43850,LDSMFG_143849,ACTION_DIGITAL,0.63,432710,180+,Maharashtra
43851,LDSMFG_143850,ACTION_DIGITAL,0.7,321366,60-90,Tamil Nadu
43852,LDSMFG_143851,ACTION_FIELD,0.39,177057,30-60,Tamil Nadu
43853,LDSMFG_143852,ACTION_HUMAN_CALL,0.4,102643,90-180,Delhi
43854,LDSMFG_143853,ACTION_HUMAN_CALL,0.71,433632,60-90,UP
43855,LDSMFG_143854,ACTION_HUMAN_CALL,0.76,233443,60-90,Karnataka
43856,LDSMFG_143855,ACTION_HUMAN_CALL,0.49,312744,30-60,Karnataka
43857,LDSMFG_143856,ACTION_DIGITAL,0.37,14453,30-60,Karnataka
43858,LDSMFG_143857,ACTION_HUMAN_CALL,0.32,105369,60-90,UP
43859,LDSMFG_143858,ACTION_FIELD,0.63,426137,30-60,Karnataka
43860,LDSMFG_143859,ACTION_DIGITAL,0.18,333613,60-90,UP
43861,LDSMFG_143860,ACTION_BOT,0.33,101544,90-180,Tamil Nadu
43862,LDSMFG_143861,ACTION_DIGITAL,0.45,202658,180+,Karnataka
43863,LDSMFG_143862,ACTION_FIELD,0.46,292536,30-60,UP
43864,LDSMFG_143863,ACTION_HUMAN_CALL,0.03,168249,90-180,UP
43865,LDSMFG_143864,ACTION_FIELD,0.36,191254,30-60,Karnataka
43866,LDSMFG_143865,ACTION_DIGITAL,0.68,263155,180+,Maharashtra
43867,LDSMFG_143866,ACTION_DIGITAL,0.67,241492,90-180,Delhi
43868,LDSMFG_143867,ACTION_BOT,0.03,63081,30-60,Delhi
43869,LDSMFG_143868,ACTION_FIELD,0.34,355531,60-90,UP
43870,LDSMFG_143869,ACTION_BOT,0.39,409322,60-90,Tamil Nadu
43871,LDSMFG_143870,ACTION_HUMAN_CALL,0.57,57754,60-90,Delhi
43872,LDSMFG_143871,ACTION_DIGITAL,0.47,11878,180+,Maharashtra
43873,LDSMFG_143872,ACTION_FIELD,0.4,5792,180+,Karnataka
43874,LDSMFG_143873,ACTION_DIGITAL,0.77,16367,30-60,Tamil Nadu
43875,LDSMFG_143874,ACTION_DIGITAL,0.17,43731,90-180,Delhi
43876,LDSMFG_143875,ACTION_FIELD,0.65,276691,90-180,Karnataka
43877,LDSMFG_143876,ACTION_FIELD,0.41,366833,90-180,Karnataka
43878,LDSMFG_143877,ACTION_FIELD,0.3,33568,180+,Karnataka
43879,LDSMFG_143878,ACTION_DIGITAL,0.72,330051,60-90,Tamil Nadu
43880,LDSMFG_143879,ACTION_FIELD,0.44,55212,30-60,Karnataka
43881,LDSMFG_143880,ACTION_DIGITAL,0.73,178403,60-90,UP
43882,LDSMFG_143881,ACTION_BOT,0.19,331523,30-60,Tamil Nadu
43883,LDSMFG_143882,ACTION_DIGITAL,0.44,488059,30-60,Delhi
43884,LDSMFG_143883,ACTION_BOT,0.14,140210,60-90,Delhi
43885,LDSMFG_143884,ACTION_FIELD,0.52,382981,30-60,Tamil Nadu
43886,LDSMFG_143885,ACTION_DIGITAL,0.43,183184,60-90,UP
43887,LDSMFG_143886,ACTION_HUMAN_CALL,0.76,209301,90-180,Tamil Nadu
43888,LDSMFG_143887,ACTION_BOT,0.35,147466,180+,Maharashtra
43889,LDSMFG_143888,ACTION_HUMAN_CALL,0.1,356556,30-60,Maharashtra
43890,LDSMFG_143889,ACTION_DIGITAL,0.65,175167,60-90,Tamil Nadu
43891,LDSMFG_143890,ACTION_HUMAN_CALL,0.2,401569,90-180,Karnataka
43892,LDSMFG_143891,ACTION_BOT,0.33,444348,60-90,Karnataka
43893,LDSMFG_143892,ACTION_DIGITAL,0.84,332208,30-60,Tamil Nadu
43894,LDSMFG_143893,ACTION_FIELD,0.35,60121,30-60,Karnataka
43895,LDSMFG_143894,ACTION_FIELD,0.38,282349,90-180,Karnataka
43896,LDSMFG_143895,ACTION_FIELD,0.43,140700,60-90,Tamil Nadu
43897,LDSMFG_143896,ACTION_DIGITAL,0.36,57600,60-90,UP
43898,LDSMFG_143897,ACTION_FIELD,0.45,362670,60-90,Karnataka
43899,LDSMFG_143898,ACTION_DIGITAL,0.63,305239,180+,Delhi
43900,LDSMFG_143899,ACTION_HUMAN_CALL,0.32,98159,90-180,UP
43901,LDSMFG_143900,ACTION_BOT,0.27,130590,30-60,Tamil Nadu
43902,LDSMFG_143901,ACTION_HUMAN_CALL,0.67,63844,60-90,UP
43903,LDSMFG_143902,ACTION_DIGITAL,0.87,183121,60-90,Maharashtra
43904,LDSMFG_143903,ACTION_HUMAN_CALL,0.17,26433,30-60,Delhi
43905,LDSMFG_143904,ACTION_FIELD,0.47,250828,60-90,Maharashtra
43906,LDSMFG_143905,ACTION_BOT,0.26,473810,30-60,Tamil Nadu
43907,LDSMFG_143906,ACTION_DIGITAL,0.35,97060,30-60,Maharashtra
43908,LDSMFG_143907,ACTION_BOT,0.69,148165,30-60,Delhi
43909,LDSMFG_143908,ACTION_HUMAN_CALL,0.4,254268,30-60,Maharashtra
43910,LDSMFG_143909,ACTION_BOT,0.07,283828,60-90,Delhi
43911,LDSMFG_143910,ACTION_BOT,0.26,492450,30-60,UP
43912,LDSMFG_143911,ACTION_BOT,0.36,250363,60-90,Maharashtra
43913,LDSMFG_143912,ACTION_HUMAN_CALL,0.52,196393,90-180,Karnataka
43914,LDSMFG_143913,ACTION_BOT,0.49,126485,60-90,Delhi
43915,LDSMFG_143914,ACTION_DIGITAL,0.55,220592,90-180,Karnataka
43916,LDSMFG_143915,ACTION_FIELD,0.37,56305,30-60,Delhi
43917,LDSMFG_143916,ACTION_HUMAN_CALL,0.44,460241,30-60,UP
43918,LDSMFG_143917,ACTION_FIELD,0.52,150979,90-180,UP
43919,LDSMFG_143918,ACTION_DIGITAL,0.49,321201,180+,Tamil Nadu
43920,LDSMFG_143919,ACTION_HUMAN_CALL,0.84,411137,30-60,Delhi
43921,LDSMFG_143920,ACTION_HUMAN_CALL,0.77,90938,60-90,Tamil Nadu
43922,LDSMFG_143921,ACTION_DIGITAL,0.47,182866,60-90,Tamil Nadu
43923,LDSMFG_143922,ACTION_BOT,0.3,335762,60-90,Maharashtra
43924,LDSMFG_143923,ACTION_HUMAN_CALL,0.21,77610,60-90,UP
43925,LDSMFG_143924,ACTION_HUMAN_CALL,0.06,296474,30-60,Delhi
43926,LDSMFG_143925,ACTION_DIGITAL,0.56,415839,30-60,Maharashtra
43927,LDSMFG_143926,ACTION_BOT,0.12,458493,30-60,Tamil Nadu
43928,LDSMFG_143927,ACTION_DIGITAL,0.87,398675,30-60,Delhi
43929,LDSMFG_143928,ACTION_HUMAN_CALL,0.44,131908,30-60,Karnataka
43930,LDSMFG_143929,ACTION_BOT,0.56,389814,30-60,UP
43931,LDSMFG_143930,ACTION_DIGITAL,0.48,70037,30-60,Tamil Nadu
43932,LDSMFG_143931,ACTION_FIELD,0.39,384458,30-60,Tamil Nadu
43933,LDSMFG_143932,ACTION_BOT,0.22,451131,60-90,Tamil Nadu
43934,LDSMFG_143933,ACTION_HUMAN_CALL,0.39,454388,30-60,Maharashtra
43935,LDSMFG_143934,ACTION_BOT,0.16,73337,180+,Karnataka
43936,LDSMFG_143935,ACTION_BOT,0.72,33831,60-90,UP
43937,LDSMFG_143936,ACTION_BOT,0.58,152919,180+,Karnataka
43938,LDSMFG_143937,ACTION_BOT,0.61,268141,60-90,Karnataka
43939,LDSMFG_143938,ACTION_FIELD,0.41,158097,30-60,UP
43940,LDSMFG_143939,ACTION_HUMAN_CALL,0.33,365059,90-180,Karnataka
43941,LDSMFG_143940,ACTION_FIELD,0.41,331928,30-60,Karnataka
43942,LDSMFG_143941,ACTION_DIGITAL,0.55,404600,30-60,UP
43943,LDSMFG_143942,ACTION_BOT,0.26,345903,30-60,Karnataka
43944,LDSMFG_143943,ACTION_FIELD,0.35,315211,60-90,Tamil Nadu
43945,LDSMFG_143944,ACTION_BOT,0.38,278342,60-90,Maharashtra
43946,LDSMFG_143945,ACTION_FIELD,0.39,170518,30-60,Maharashtra
43947,LDSMFG_143946,ACTION_FIELD,0.79,497384,60-90,UP
43948,LDSMFG_143947,ACTION_BOT,0.04,14382,180+,Delhi
43949,LDSMFG_143948,ACTION_FIELD,0.43,29120,90-180,Delhi
43950,LDSMFG_143949,ACTION_FIELD,0.36,433681,30-60,Maharashtra
43951,LDSMFG_143950,ACTION_DIGITAL,0.37,294094,30-60,Delhi
43952,LDSMFG_143951,ACTION_HUMAN_CALL,0.55,259816,60-90,UP
43953,LDSMFG_143952,ACTION_BOT,0.39,392600,30-60,Maharashtra
43954,LDSMFG_143953,ACTION_HUMAN_CALL,0.41,362648,60-90,Tamil Nadu
43955,LDSMFG_143954,ACTION_BOT,0.52,335606,60-90,Tamil Nadu
43956,LDSMFG_143955,ACTION_FIELD,0.44,282879,30-60,Delhi
43957,LDSMFG_143956,ACTION_FIELD,0.43,412439,60-90,Karnataka
43958,LDSMFG_143957,ACTION_DIGITAL,0.58,110846,180+,UP
43959,LDSMFG_143958,ACTION_HUMAN_CALL,0.26,107733,60-90,Maharashtra
43960,LDSMFG_143959,ACTION_FIELD,0.71,151434,180+,UP
43961,LDSMFG_143960,ACTION_FIELD,0.32,379379,60-90,UP
43962,LDSMFG_143961,ACTION_HUMAN_CALL,0.4,307130,90-180,UP
43963,LDSMFG_143962,ACTION_BOT,0.43,28409,90-180,Delhi
43964,LDSMFG_143963,ACTION_FIELD,0.37,466149,60-90,Karnataka
43965,LDSMFG_143964,ACTION_HUMAN_CALL,0.36,121909,30-60,Tamil Nadu
43966,LDSMFG_143965,ACTION_FIELD,0.44,84987,30-60,Delhi
43967,LDSMFG_143966,ACTION_DIGITAL,0.57,272958,180+,Karnataka
43968,LDSMFG_143967,ACTION_FIELD,0.45,158960,60-90,Karnataka
43969,LDSMFG_143968,ACTION_FIELD,0.76,471274,60-90,UP
43970,LDSMFG_143969,ACTION_BOT,0.49,27169,60-90,Maharashtra
43971,LDSMFG_143970,ACTION_FIELD,0.43,457342,60-90,Tamil Nadu
43972,LDSMFG_143971,ACTION_FIELD,0.37,256979,60-90,Tamil Nadu
43973,LDSMFG_143972,ACTION_FIELD,0.34,353062,60-90,Delhi
43974,LDSMFG_143973,ACTION_BOT,0.55,217196,90-180,Delhi
43975,LDSMFG_143974,ACTION_BOT,0.19,443343,30-60,Delhi
43976,LDSMFG_143975,ACTION_BOT,0.71,413978,90-180,Delhi
43977,LDSMFG_143976,ACTION_BOT,0.49,151649,60-90,Delhi
43978,LDSMFG_143977,ACTION_BOT,0.3,25931,30-60,Maharashtra
43979,LDSMFG_143978,ACTION_DIGITAL,0.72,458518,30-60,Maharashtra
43980,LDSMFG_143979,ACTION_DIGITAL,0.67,80506,90-180,Karnataka
43981,LDSMFG_143980,ACTION_BOT,0.27,175350,30-60,Karnataka
43982,LDSMFG_143981,ACTION_FIELD,0.48,456385,60-90,Delhi
43983,LDSMFG_143982,ACTION_DIGITAL,0.82,221653,30-60,Tamil Nadu
43984,LDSMFG_143983,ACTION_FIELD,0.37,249381,30-60,Delhi
43985,LDSMFG_143984,ACTION_HUMAN_CALL,0.39,217527,90-180,Tamil Nadu
43986,LDSMFG_143985,ACTION_HUMAN_CALL,0.46,460991,30-60,Tamil Nadu
43987,LDSMFG_143986,ACTION_BOT,0.47,114865,90-180,Maharashtra
43988,LDSMFG_143987,ACTION_HUMAN_CALL,0.65,360351,60-90,Karnataka
43989,LDSMFG_143988,ACTION_DIGITAL,0.27,474101,30-60,Tamil Nadu
43990,LDSMFG_143989,ACTION_BOT,0.58,447419,60-90,Karnataka
43991,LDSMFG_143990,ACTION_FIELD,0.43,142130,60-90,Karnataka
43992,LDSMFG_143991,ACTION_DIGITAL,0.75,336195,180+,Delhi
43993,LDSMFG_143992,ACTION_DIGITAL,0.58,263514,30-60,Karnataka
43994,LDSMFG_143993,ACTION_DIGITAL,0.1,73866,60-90,UP
43995,LDSMFG_143994,ACTION_BOT,0.44,389323,60-90,UP
43996,LDSMFG_143995,ACTION_BOT,0.37,104978,60-90,Karnataka
43997,LDSMFG_143996,ACTION_DIGITAL,0.33,191252,60-90,UP
43998,LDSMFG_143997,ACTION_BOT,0.53,442041,90-180,Karnataka
43999,LDSMFG_143998,ACTION_BOT,0.34,481497,90-180,Tamil Nadu
44000,LDSMFG_143999,ACTION_DIGITAL,0.62,79514,180+,Maharashtra
44001,LDSMFG_144000,ACTION_BOT,0.71,349619,180+,Delhi
44002,LDSMFG_144001,ACTION_FIELD,0.34,151336,30-60,Delhi
44003,LDSMFG_144002,ACTION_DIGITAL,0.76,31615,60-90,Delhi
44004,LDSMFG_144003,ACTION_FIELD,0.43,430381,90-180,Maharashtra
44005,LDSMFG_144004,ACTION_BOT,0.25,117898,180+,UP
44006,LDSMFG_144005,ACTION_BOT,0.26,389624,30-60,Karnataka
44007,LDSMFG_144006,ACTION_HUMAN_CALL,0.35,440938,180+,UP
44008,LDSMFG_144007,ACTION_BOT,0.28,170952,30-60,Delhi
44009,LDSMFG_144008,ACTION_BOT,0.23,220202,60-90,Karnataka
44010,LDSMFG_144009,ACTION_DIGITAL,0.45,348203,60-90,Delhi
44011,LDSMFG_144010,ACTION_BOT,0.33,268845,90-180,Karnataka
44012,LDSMFG_144011,ACTION_BOT,0.41,64430,90-180,Maharashtra
44013,LDSMFG_144012,ACTION_FIELD,0.34,496510,180+,Tamil Nadu
44014,LDSMFG_144013,ACTION_HUMAN_CALL,0.56,106016,90-180,Maharashtra
44015,LDSMFG_144014,ACTION_DIGITAL,0.53,322759,30-60,UP
44016,LDSMFG_144015,ACTION_HUMAN_CALL,0.21,97519,30-60,Delhi
44017,LDSMFG_144016,ACTION_FIELD,0.68,498836,30-60,Maharashtra
44018,LDSMFG_144017,ACTION_BOT,0.39,249035,30-60,Tamil Nadu
44019,LDSMFG_144018,ACTION_DIGITAL,0.24,306381,180+,Delhi
44020,LDSMFG_144019,ACTION_DIGITAL,0.38,39378,60-90,Tamil Nadu
44021,LDSMFG_144020,ACTION_HUMAN_CALL,0.64,156808,180+,UP
44022,LDSMFG_144021,ACTION_BOT,0.48,142415,90-180,Delhi
44023,LDSMFG_144022,ACTION_HUMAN_CALL,0.58,20797,180+,Maharashtra
44024,LDSMFG_144023,ACTION_HUMAN_CALL,0.56,321001,90-180,Tamil Nadu
44025,LDSMFG_144024,ACTION_FIELD,0.62,112623,60-90,Karnataka
44026,LDSMFG_144025,ACTION_DIGITAL,0.21,354555,30-60,Tamil Nadu
44027,LDSMFG_144026,ACTION_FIELD,0.38,440080,30-60,UP
44028,LDSMFG_144027,ACTION_HUMAN_CALL,0.83,177195,30-60,Karnataka
44029,LDSMFG_144028,ACTION_FIELD,0.37,210936,30-60,Tamil Nadu
44030,LDSMFG_144029,ACTION_HUMAN_CALL,0.36,334705,60-90,Delhi
44031,LDSMFG_144030,ACTION_HUMAN_CALL,0.9,135596,60-90,UP
44032,LDSMFG_144031,ACTION_HUMAN_CALL,0.03,136177,30-60,Karnataka
44033,LDSMFG_144032,ACTION_HUMAN_CALL,0.75,99906,90-180,UP
44034,LDSMFG_144033,ACTION_DIGITAL,0.76,91379,90-180,Tamil Nadu
44035,LDSMFG_144034,ACTION_BOT,0.37,286620,30-60,Delhi
44036,LDSMFG_144035,ACTION_FIELD,0.52,200219,30-60,Karnataka
44037,LDSMFG_144036,ACTION_DIGITAL,0.35,178184,30-60,Maharashtra
44038,LDSMFG_144037,ACTION_BOT,0.14,315754,60-90,Karnataka
44039,LDSMFG_144038,ACTION_DIGITAL,0.83,464450,180+,Delhi
44040,LDSMFG_144039,ACTION_BOT,0.39,361123,60-90,Delhi
44041,LDSMFG_144040,ACTION_DIGITAL,0.34,180302,60-90,Karnataka
44042,LDSMFG_144041,ACTION_FIELD,0.69,46706,30-60,Delhi
44043,LDSMFG_144042,ACTION_BOT,0.52,371519,60-90,UP
44044,LDSMFG_144043,ACTION_DIGITAL,0.4,485875,30-60,Tamil Nadu
44045,LDSMFG_144044,ACTION_DIGITAL,0.33,70032,90-180,UP
44046,LDSMFG_144045,ACTION_HUMAN_CALL,0.32,177992,30-60,Delhi
44047,LDSMFG_144046,ACTION_BOT,0.29,155947,30-60,Maharashtra
44048,LDSMFG_144047,ACTION_HUMAN_CALL,0.52,335977,60-90,Maharashtra
44049,LDSMFG_144048,ACTION_BOT,0.41,188201,30-60,Maharashtra
44050,LDSMFG_144049,ACTION_FIELD,0.38,70744,60-90,UP
44051,LDSMFG_144050,ACTION_DIGITAL,0.81,155772,90-180,Delhi
44052,LDSMFG_144051,ACTION_DIGITAL,0.74,354471,90-180,Maharashtra
44053,LDSMFG_144052,ACTION_FIELD,0.36,208841,180+,Maharashtra
44054,LDSMFG_144053,ACTION_FIELD,0.36,137963,60-90,UP
44055,LDSMFG_144054,ACTION_HUMAN_CALL,0.84,456736,60-90,UP
44056,LDSMFG_144055,ACTION_BOT,0.43,52594,30-60,UP
44057,LDSMFG_144056,ACTION_HUMAN_CALL,0.46,368954,90-180,Tamil Nadu
44058,LDSMFG_144057,ACTION_BOT,0.26,331334,60-90,UP
44059,LDSMFG_144058,ACTION_DIGITAL,0.52,400255,30-60,Maharashtra
44060,LDSMFG_144059,ACTION_BOT,0.67,286817,60-90,Maharashtra
44061,LDSMFG_144060,ACTION_FIELD,0.73,47412,30-60,UP
44062,LDSMFG_144061,ACTION_HUMAN_CALL,0.06,241021,180+,Maharashtra
44063,LDSMFG_144062,ACTION_HUMAN_CALL,0.37,124449,30-60,Delhi
44064,LDSMFG_144063,ACTION_DIGITAL,0.38,164508,60-90,Tamil Nadu
44065,LDSMFG_144064,ACTION_BOT,0.66,498137,30-60,Maharashtra
44066,LDSMFG_144065,ACTION_FIELD,0.36,144258,30-60,Maharashtra
44067,LDSMFG_144066,ACTION_BOT,0.5,330852,30-60,Delhi
44068,LDSMFG_144067,ACTION_BOT,0.72,5434,60-90,UP
44069,LDSMFG_144068,ACTION_FIELD,0.77,146591,60-90,Maharashtra
44070,LDSMFG_144069,ACTION_HUMAN_CALL,0.41,285174,60-90,Delhi
44071,LDSMFG_144070,ACTION_BOT,0.39,344035,90-180,Maharashtra
44072,LDSMFG_144071,ACTION_BOT,0.35,454035,30-60,UP
44073,LDSMFG_144072,ACTION_HUMAN_CALL,0.73,347008,30-60,Karnataka
44074,LDSMFG_144073,ACTION_BOT,0.36,272402,30-60,Delhi
44075,LDSMFG_144074,ACTION_HUMAN_CALL,1.0,247330,60-90,Karnataka
44076,LDSMFG_144075,ACTION_FIELD,0.28,77726,30-60,Delhi
